plan_vs_actual.dept_key,plan_vs_actual.division,plan_vs_actual.department,plan_vs_actual.channel,plan_vs_actual.fiscal_year,plan_vs_actual.fiscal_month,plan_vs_actual.fiscal_month_no,plan_vs_actual.has_actual,plan_vs_actual.plan_sales_dollars,plan_vs_actual.budget_sales_dollars,plan_vs_actual.budget_markdown_dollars,plan_vs_actual.budget_receipts_cost,plan_vs_actual.actual_sales_dollars,plan_vs_actual.plan_markdown_dollars,plan_vs_actual.actual_markdown_dollars,plan_vs_actual.actual_eom_retail,plan_vs_actual.plan_bom_retail,plan_vs_actual.plan_eom_retail,plan_vs_actual.plan_receipts_retail,plan_vs_actual.plan_shrink_dollars
Women Dresses,Women,Dresses,Ecommerce,2025,Feb,1,true,23791.39,23436.63,2729.53,1752.54,26149.82,3484.02,3757.52,70807.19,73969.12,71848.71,25250.17,95.17
Baby Rompers,Baby,Rompers,Retail Stores,2024,Feb,1,true,23785.17,23548.77,2536.98,8900.14,25457.17,2724.74,3259.88,69038.35,70673.86,70186.35,26236.47,214.07
Boys Tops,Boys,Tops,Wholesale,2026,Dec,11,false,23770.64,23515.77,526.65,4859.24,,444.97,,,35342.24,18620.12,7517.26,23.77
Women Tops,Women,Tops,Retail Stores,2024,Dec,11,true,23766.75,23639.69,2759.05,8358.64,20454.03,2485.76,2358.04,57884.68,64395.44,54704.14,16775.11,213.9
Boys Sleepwear,Boys,Sleepwear,Ecommerce,2026,Mar,2,true,23713.98,22183.97,3171.77,11585.02,23406.73,3444.28,3411.91,53919.32,49577.54,56143.94,33819.51,94.86
Girls Sets,Girls,Sets,Wholesale,2024,Aug,7,true,23665.15,23599.68,501.67,0,22145.69,483.63,518.5,26757.83,49449.72,25277.27,0,23.67
Girls Bottoms,Girls,Bottoms,Wholesale,2024,Aug,7,true,23661.82,23599.68,522.67,0,25984.11,493.22,469.4,21859.99,48340.99,24162.29,0,23.66
Baby Sets,Baby,Sets,Ecommerce,2024,Oct,9,true,23658.59,23336.62,2935.98,14241.36,24750.53,3191.9,3554.37,62514.42,51733.07,65225.39,40437.44,94.63
Boys Bottoms,Boys,Bottoms,Retail Stores,2024,Sep,8,true,23657.5,23513.41,2195.9,4873.82,18925.53,2621.35,2991.21,59470.07,60794.47,53156.63,18853.93,212.92
Boys Swim,Boys,Swim,Ecommerce,2024,Feb,1,true,23649.37,23025.46,3128.29,8461.81,25774.33,3030.36,3742.78,67147,71285.27,70831.01,26320.06,94.6
Girls Swim,Girls,Swim,Retail Stores,2024,Apr,3,true,23604.99,24139.76,2260.57,17921.39,21377.88,2846.63,3630.11,64239.65,50753.7,68897.96,44808.33,212.44
Baby Accessories,Baby,Accessories,Ecommerce,2024,Sep,8,true,23586.01,23278.27,2781.58,6323.2,26290.71,3196.82,3472.01,48826.09,60549.87,52267.54,18594.85,94.34
Boys Bottoms,Boys,Bottoms,Retail Stores,2025,Jul,6,true,23562.76,23701.52,2770.77,9869.78,20456.43,2250.41,2723.22,63915.85,60446.29,64168.07,29747.01,212.06
Baby Accessories,Baby,Accessories,Ecommerce,2025,Jul,6,true,23503.42,23464.5,3125.13,9545.1,22504,3428.75,3270.05,65220.15,61799.46,63664.53,28891.24,94.01
Women Tops,Women,Tops,Retail Stores,2026,Apr,3,true,23498.28,24053.93,2524.27,16394.71,26075.33,2195.83,3238.18,61016.54,47557.05,65027.33,43375.88,211.48
Girls Outerwear,Girls,Outerwear,Ecommerce,2024,Dec,11,true,23457.27,23403.29,2877.25,5228.08,21747.58,2795.04,2585.11,55421.24,60585.2,53580.09,19341.03,93.83
Girls Swim,Girls,Swim,Retail Stores,2026,Jul,6,true,23350.35,23116.23,2164.35,8212.83,21276.31,2662.58,2342.17,74882.05,58906.48,70743.11,38059.71,210.15
Women Sleepwear,Women,Sleepwear,Ecommerce,2026,Mar,2,true,23265.85,23768.54,2914.32,13310.73,24629.39,2670.35,2752.55,54642.53,49108.29,52144.36,29065.34,93.06
Girls Swim,Girls,Swim,Wholesale,2024,Oct,9,true,23262.5,23262.54,529.05,16917.14,22279.5,499.02,457.15,22966.61,13657.23,23968.87,34096.43,23.26
Girls Sets,Girls,Sets,Wholesale,2025,Dec,11,true,23242.53,23060.26,418.63,4194.41,26033.32,487.09,671.78,16471.65,33171.37,19354.21,9935.7,23.24
Girls Swim,Girls,Swim,Retail Stores,2025,Jun,5,true,23237.93,23088.25,2348.31,0,25497.54,2232.94,2949.89,47911.88,72222.44,51467.42,4925,209.14
Women Tops,Women,Tops,Wholesale,2026,Jul,6,true,23225.7,23851.71,445.4,15312.77,21638.92,427.32,467.51,26174.85,16977.73,23425.03,30123.55,23.23
Boys Sets,Boys,Sets,Ecommerce,2024,Jun,5,true,23222.71,23103.25,3118.55,2641.75,24690.27,2856.77,3296.73,52924.82,73207.94,54800.51,7764.95,92.89
Women Sleepwear,Women,Sleepwear,Ecommerce,2025,Apr,3,true,23221.95,22423.15,3252.77,16714.18,21468.13,3421.66,4217.27,71593.49,43267.3,69004.89,52474.09,92.89
Baby Sets,Baby,Sets,Ecommerce,2026,Feb,1,true,23126.68,23230.39,3231.77,7418.35,26686.16,2659.9,3001.05,60503.44,75766.38,65098.48,15211.18,92.51
Boys Swim,Boys,Swim,Retail Stores,2025,Nov,10,true,23109.76,23217.81,2376.19,16548.8,21338.09,2176.67,1487,67134.54,48882.13,66406.21,43018.5,207.99
Baby Rompers,Baby,Rompers,Wholesale,2024,Nov,10,true,23109.52,22288.59,455.87,4043.25,25077.27,405.7,447,20823.59,34593.98,22866.2,11810.56,23.11
Boys Swim,Boys,Swim,Wholesale,2026,Oct,9,false,23107.32,21634.51,391.36,16160.75,,424.72,,,14586.93,22598.69,31566.9,23.11
Baby Sleepwear,Baby,Sleepwear,Retail Stores,2024,Aug,7,true,23100.24,23336.62,2459.65,12005.42,19577.31,2359.32,2892.42,65638.1,63005.51,62668.54,25330.5,207.9
Girls Swim,Girls,Swim,Wholesale,2024,Jun,5,true,23099.07,22756.84,434.03,16720.04,23381,430.75,367.37,22262.58,9787.17,19519.66,33285.4,23.1
Boys Swim,Boys,Swim,Wholesale,2026,Jun,5,true,23076.01,21164.2,426.19,15898.03,24029.81,496.71,552.92,14310.08,9139.63,18723.85,33180.01,23.08
Baby Accessories,Baby,Accessories,Retail Stores,2026,Dec,11,false,23052.87,23373.08,2435.58,7527.24,,2615.75,,,61494.33,55488.61,19870.37,207.48
Baby Sleepwear,Baby,Sleepwear,Wholesale,2024,Sep,8,true,23034.49,22944.14,452.82,13872.49,24401.36,490.5,529.55,17718.58,17018.87,17892.5,24421.66,23.03
Baby Rompers,Baby,Rompers,Retail Stores,2025,Jan,12,true,23013.43,22855.03,2459.63,0,22375.9,2289.55,2516.62,104787.46,129918.37,104408.27,0,207.12
Boys Bottoms,Boys,Bottoms,Wholesale,2026,Nov,10,false,22919.08,23319.81,531.4,3588.28,,456.52,,,36846.19,23849.75,10402.08,22.92
Baby Sleepwear,Baby,Sleepwear,Wholesale,2026,Nov,10,false,22901.11,24985.51,535.56,5916.51,,506.1,,,37549.31,21779.39,7660.19,22.9
Baby Sets,Baby,Sets,Ecommerce,2025,Aug,7,true,22897.25,23411.29,3206.25,10645.67,22825.17,3547.81,3942.17,66057.93,60940.01,69329.41,34926.06,91.59
Women Dresses,Women,Dresses,Ecommerce,2026,Jan,12,false,22846.86,23544.31,3282.11,0,,2812.55,,,124056.36,98305.56,0,91.39
Boys Swim,Boys,Swim,Ecommerce,2025,Jan,12,true,22846.71,22347.14,2975.55,0,23013.54,2833.8,3825.03,101999.42,128928.58,103156.67,0,91.39
Women Tops,Women,Tops,Wholesale,2026,Oct,9,false,22728.11,23179.83,404.84,17189.22,,477.54,,,14226.22,23539.16,32541.32,22.73
Girls Swim,Girls,Swim,Retail Stores,2024,Mar,2,true,22637.49,21684.87,2255.32,9716.42,22755.45,2609.26,2447.93,49673.3,44512.48,50753.7,31691.7,203.74
Girls Swim,Girls,Swim,Wholesale,2024,Mar,2,true,22634.36,21913.99,444.39,7810.2,18734.18,429.92,496.49,18841.03,27503.54,17284.48,12867.86,22.63
Boys Sets,Boys,Sets,Ecommerce,2024,Sep,8,true,22579.83,22169.79,3080.58,6768.02,22213.58,3030.54,2872.2,54996.64,64965.79,52924.53,13659.43,90.32
Girls Bottoms,Girls,Bottoms,Wholesale,2024,Apr,3,true,22474.36,20902.58,437.92,3800.61,28486.84,473.88,484.82,14503.82,36028.89,21226.94,8168.77,22.47
Boys Sets,Boys,Sets,Ecommerce,2025,Jul,6,true,22456.44,22347.14,2600.8,9546.69,26834.22,3463.78,3104.39,59379.01,58019.09,66943.42,34934.38,89.83
Girls Bottoms,Girls,Bottoms,Wholesale,2025,Dec,11,true,22394.73,23060.26,462.26,5703.85,17854.1,476.7,451.41,22556.34,30631.31,17464.9,9727.42,22.39
Women Sleepwear,Women,Sleepwear,Ecommerce,2026,Oct,9,false,22381.67,22423.15,2592.83,13856.09,,2667.35,,,45436.61,61506.25,41208.18,89.53
Baby Sleepwear,Baby,Sleepwear,Retail Stores,2024,Jul,6,true,22377.91,22275.86,2235.57,10415.9,20872.19,2634.16,2673.71,65118.94,62710.93,63005.51,25508.05,201.4
Girls Bottoms,Girls,Bottoms,Wholesale,2025,May,4,true,22359.15,21138.57,466.03,9964.74,20802.02,511.19,655.82,24552.65,22611.05,22901.71,23183.36,22.36
Boys Sleepwear,Boys,Sleepwear,Ecommerce,2024,Nov,10,true,22356.42,22403.15,3397.9,16884.47,22024.32,2784.09,3275.58,63877.27,43669.78,67568.02,49128.17,89.43
Baby Sets,Baby,Sets,Retail Stores,2026,Dec,11,false,22349.18,22260.08,2132.64,5896.27,,2529.78,,,61630.14,50731.63,14181.59,201.14
Women Bottoms,Women,Bottoms,Ecommerce,2024,Oct,9,true,22269.15,22225.35,2676.29,14541.67,21079.38,3385.71,3473.12,69814.42,49634.63,66018.81,42128.12,89.08
Baby Accessories,Baby,Accessories,Ecommerce,2024,Aug,7,true,22256.25,21563.03,2645.87,9985.87,23906.35,3022.72,3364.22,56499.66,58916.56,60549.87,27001.3,89.02
Girls Outerwear,Girls,Outerwear,Ecommerce,2026,Apr,3,true,22246.22,23813.39,3490.19,17388.57,21947.22,3149.66,3708.71,62528.53,45508.88,62907.74,42883.72,88.98
Baby Sleepwear,Baby,Sleepwear,Retail Stores,2025,Feb,1,true,22218.59,22371.33,2516.92,6237.72,20558.44,2552.43,2494.57,62701.07,77014.9,60111.08,8067.16,199.97
Boys Sleepwear,Boys,Sleepwear,Ecommerce,2026,Oct,9,false,22191.5,20928.28,3122.12,13634.29,,2741.24,,,48357.35,67438.48,44102.64,88.77
Boys Swim,Boys,Swim,Retail Stores,2026,Mar,2,true,22173.26,20167.25,2103.79,9988.61,23542.79,2254.1,2671.95,48568.22,43343.59,50913.35,32196.68,199.56
Girls Bottoms,Girls,Bottoms,Wholesale,2024,Jan,12,true,22112.19,21239.71,482.24,13276.83,24161.34,407.17,452.64,21183.57,15778.88,21968.29,28730.89,22.11
Baby Sets,Baby,Sets,Ecommerce,2024,Sep,8,true,22085.13,22169.79,2807.25,5912.32,23885.04,3330.41,4110.2,47788.68,56760.44,51733.07,20476.51,88.34
Girls Swim,Girls,Swim,Retail Stores,2024,May,4,true,22083.63,22298.59,2566.53,7505.24,22511.23,2120.15,2527.8,63870.51,68897.96,65114.7,20619.27,198.75
Boys Tops,Boys,Tops,Retail Stores,2024,Jan,12,true,22074.47,22275.86,2278.52,0,18492.24,2474.08,3443.08,102853.95,124979.96,100232.75,0,198.67
Women Bottoms,Women,Bottoms,Ecommerce,2024,Jun,5,true,21992.25,22003.09,3304.62,1169.44,23554.35,3244.31,4089.06,45737.25,68535.41,48141.74,4930.87,87.97
Boys Swim,Boys,Swim,Retail Stores,2026,May,4,true,21978.96,20738.02,2496.59,5240.33,23187.49,2462.61,3663.12,58477.14,65593.04,60524.28,19570.63,197.81
Girls Swim,Girls,Swim,Retail Stores,2025,Sep,8,true,21972.42,22155.39,1985.67,4340.52,23254.88,2193.81,2425.81,48440.3,60162.7,52240.88,16442.17,197.75
Women Tops,Women,Tops,Retail Stores,2024,Nov,10,true,21966.38,21821.25,2413.49,15269.39,24133.4,2009.75,1926.26,63310.81,43715.02,64395.44,44854.24,197.7
Women Bottoms,Women,Bottoms,Ecommerce,2025,Aug,7,true,21935.59,22296.47,3332.77,9617.08,25852.86,3392.44,3564.29,59231.31,57130.46,62075.3,30360.62,87.74
Women Tops,Women,Tops,Retail Stores,2026,May,4,true,21932.39,22219.31,2615.75,7341.59,20790.84,2494.45,2211.68,64554.62,65027.33,61906.33,21503.22,197.39
Girls Outerwear,Girls,Outerwear,Ecommerce,2024,Nov,10,true,21911.63,21603.04,3027.1,16421.59,23649.35,2863.47,3341.09,58599.37,45407.85,60585.2,40040.1,87.65
Boys Bottoms,Boys,Bottoms,Retail Stores,2024,Aug,7,true,21905.9,21780.84,2309.2,9036.3,18317.05,2140.46,2094.12,60398.15,63931.03,60794.47,21106.94,197.15
Women Sleepwear,Women,Sleepwear,Ecommerce,2026,Jun,5,true,21895.15,22198.92,3237.13,2734.87,20086.22,3293.1,4002.87,50524.11,73546.22,49432.69,1162.31,87.58
Boys Tops,Boys,Tops,Wholesale,2026,May,4,true,21890.83,21556.13,377.12,11229.63,17803.76,422.72,407.54,24684.56,25462.77,20782.5,17655.17,21.89
Boys Sleepwear,Boys,Sleepwear,Ecommerce,2026,Jun,5,true,21883.63,20718.99,2427.93,3461.36,20142.77,3323.69,4347.4,52476.04,69527.74,51661.73,7428.84,87.53
Women Dresses,Women,Dresses,Retail Stores,2025,Dec,11,true,21865.66,22457.7,2107.54,4499.57,22279.01,2336.53,2628.53,52276.77,57523.26,53164.5,20040.22,196.79
Women Tops,Women,Tops,Wholesale,2025,Feb,1,true,21861.65,22063.83,426.2,18561.24,20628.5,452.62,374.28,24440.64,7788.96,21322.8,35869.97,21.86
Women Tops,Women,Tops,Wholesale,2026,Jun,5,true,21855.29,22675.92,474.61,16166.58,20642.75,418.21,481.74,15372,9374.24,16977.73,29898.84,21.86
Baby Sets,Baby,Sets,Ecommerce,2025,Jul,6,true,21835.7,22347.14,3306.58,10460.31,19279.6,3079.74,2865.81,62467.51,60108.42,60940.01,25834.37,87.34
Boys Sets,Boys,Sets,Retail Stores,2026,Nov,10,false,21820.6,20547.76,1982.09,13418.68,,2183.84,,,43451.09,63317.23,44066.97,196.39
Boys Tops,Boys,Tops,Wholesale,2025,Jan,12,true,21803.47,20925.05,480.15,13136.61,21606.25,435.67,456.82,17602.4,15753.91,21125.8,27632.83,21.8
Boys Swim,Boys,Swim,Wholesale,2026,Mar,2,true,21784.91,20380.34,396.25,6672.93,21629.95,399.75,347.1,16939.5,25451.25,17164.22,13919.43,21.78
Baby Rompers,Baby,Rompers,Wholesale,2026,Apr,3,true,21749.01,21869.67,479.69,3161.36,20656.63,476.58,488.35,23910.55,37462.43,22210.35,6995.25,21.75
Boys Swim,Boys,Swim,Retail Stores,2024,Dec,11,true,21660.6,22063.71,2345.34,5735.91,21437.99,2178.54,2149.46,47111.12,60080.13,47455.22,11409.19,194.95
Girls Sleepwear,Girls,Sleepwear,Wholesale,2024,May,4,true,21624.05,21633.04,399.17,10707.8,21490.25,450.71,436.04,21056.44,23835.16,20990.91,19252.14,21.62
Baby Rompers,Baby,Rompers,Wholesale,2026,Jan,12,false,21545.77,22222.41,397.68,14749.19,,450.83,,,15840,22097.53,28275.68,21.55
Women Dresses,Women,Dresses,Wholesale,2026,Feb,1,true,21476.55,21696.1,422.18,19387.09,20234.75,390.38,553.22,20763.15,7408.18,22763.07,37243.29,21.48
Girls Sets,Girls,Sets,Wholesale,2024,Apr,3,true,21462.83,20902.58,442.33,2941.06,18575.01,433.62,477.67,23591.01,35484.65,22125.49,8558.75,21.46
Boys Sleepwear,Boys,Sleepwear,Ecommerce,2026,Sep,8,false,21408.36,19881.86,2356.85,6861.61,,3175.52,,,55098.42,48357.35,17928.45,85.63
Boys Sets,Boys,Sets,Ecommerce,2024,Aug,7,true,21405.84,20536.22,2391.85,9228.55,20712.96,2536.12,2820.86,62975.54,55763.18,64965.79,33230.2,85.62
Baby Sleepwear,Baby,Sleepwear,Wholesale,2025,Nov,10,true,21314.78,21174.16,386.16,5883.83,19186.51,364.91,438.17,22663.77,33550.72,20822.14,8972.43,21.31
Girls Sets,Girls,Sets,Wholesale,2024,Jan,12,true,21293.35,21239.71,385.14,13730.92,23366.99,375.5,382.25,23549.2,17491.27,21445.09,25643.97,21.29
Baby Rompers,Baby,Rompers,Wholesale,2025,Aug,7,true,21290.49,20925.05,436.92,0,21257.24,422.45,427.67,21928.93,40501.02,22253.27,3486.49,21.29
Women Tops,Women,Tops,Ecommerce,2024,Jan,12,true,21270.12,21002.95,2979.83,0,19701.64,3157.67,2783.9,104756.78,127322.32,102809.45,0,85.08
Boys Bottoms,Boys,Bottoms,Retail Stores,2025,Feb,1,true,21234.5,20879.91,2274.79,4917.98,22111.71,2003.82,2066.18,62412.25,76860.11,64018.8,10588.13,191.11
Women Dresses,Women,Dresses,Ecommerce,2024,Feb,1,true,21197.54,20558.45,3071.6,7858.41,21102.33,2808.26,3082.98,62759.3,62254.58,63684.73,25520.75,84.79
Women Tops,Women,Tops,Wholesale,2026,Mar,2,true,21196.6,21836.08,380.58,6311.19,20420.23,393.3,382.53,16297.21,27161.74,16205.99,10655.36,21.2
Boys Bottoms,Boys,Bottoms,Retail Stores,2024,Jul,6,true,21124.63,20790.8,2020.9,9902.61,20998.32,2496.77,3261.81,62605.21,59849.36,63931.03,27893.19,190.12
Women Bottoms,Women,Bottoms,Ecommerce,2025,Jul,6,true,21122.35,21282.99,3086.53,11288.7,21682.83,2670.58,3271.14,55737.16,61723.46,57130.46,19284.41,84.49
Baby Accessories,Baby,Accessories,Retail Stores,2026,Nov,10,false,21077.8,21575.15,2025.51,15033.07,,2099.18,,,43339.6,61494.33,41521.42,189.7
Boys Sleepwear,Boys,Sleepwear,Ecommerce,2025,Apr,3,true,21061.24,20928.28,2883.85,14329.87,18237.96,3002.11,3452.06,63657.94,41384.64,63107.36,45870.31,84.24
Women Bottoms,Women,Bottoms,Ecommerce,2026,Feb,1,true,21054.77,22124.18,3291.19,7363.82,19438.55,2560.1,3383.65,60376.09,69606.06,60490.24,14583.27,84.22
Girls Swim,Girls,Swim,Retail Stores,2024,Jun,5,true,21020.22,20252.85,2277.64,671.73,21380.83,2487.98,2743.05,45482.01,65114.7,45900.28,4482.97,189.18
Girls Sets,Girls,Sets,Wholesale,2025,May,4,true,20994.93,21138.57,398.23,8629.65,23938.92,403.54,310.57,16773.15,23589.35,20617.75,18447.86,20.99
Girls Swim,Girls,Swim,Retail Stores,2025,Aug,7,true,20981.65,20522.89,2320.89,10291.91,21316.82,1914.07,2429.26,59929.24,52352.77,60162.7,30894.48,188.83
Women Sleepwear,Women,Sleepwear,Ecommerce,2026,Sep,8,false,20924.79,21302,3199.32,4919.46,,2819.07,,,56832.85,45436.61,12431.32,83.7
Women Tops,Women,Tops,Retail Stores,2026,Mar,2,true,20887.65,21607.77,2196.17,11745.43,18900.03,2206.06,2434.48,46833.33,41037.38,47557.05,29801.37,187.99
Women Sleepwear,Women,Sleepwear,Ecommerce,2025,May,4,true,20876.01,20712.91,2869.93,5112.62,22889.53,2567.95,2328.36,58776.81,69004.89,61340.97,15863.55,83.5
Boys Bottoms,Boys,Bottoms,Retail Stores,2026,Jan,12,false,20845.19,20975.84,2529.93,0,,2016.78,,,117169.38,94119.81,0,187.61
Baby Rompers,Baby,Rompers,Wholesale,2026,Dec,11,false,20822.4,21164.2,485.61,4755.1,,384.29,,,29938.03,15840,7129.49,20.82
Baby Sleepwear,Baby,Sleepwear,Retail Stores,2026,Jan,12,false,20808.37,22474.12,2161.07,0,,2352.93,,,122864.02,99515.45,0,187.28
Women Bottoms,Women,Bottoms,Ecommerce,2024,Sep,8,true,20802.33,21114.08,2442.33,4226.58,21791.68,2478.5,2438.83,48551.37,59200.16,49634.63,13798.5,83.21
Boys Sets,Boys,Sets,Ecommerce,2026,Jan,12,false,20771.8,19777.22,2884.03,0,,2768.76,,,112023.11,88399.47,0,83.09
Boys Bottoms,Boys,Bottoms,Wholesale,2024,Sep,8,true,20735,21414.53,465.94,12149.73,17755,426.7,336.73,17145.99,15091.7,17377.98,23468.71,20.74
Girls Swim,Girls,Swim,Retail Stores,2026,Feb,1,true,20712.16,20364.3,1979.25,4585.32,19142.87,2227.04,2144.33,58473.96,68712.43,57314.56,11727.74,186.41
Girls Sets,Girls,Sets,Wholesale,2024,Dec,11,true,20710.92,20228.3,442.74,4494.39,18452.19,449.39,608.47,21253.4,27850.48,17491.27,10821.81,20.71
Baby Accessories,Baby,Accessories,Ecommerce,2025,Feb,1,true,20665.29,20671.11,2728.58,2919.15,19650.42,3004.15,2622.1,58870.19,71780,57727.21,9699.32,82.66
Baby Sets,Baby,Sets,Retail Stores,2026,Nov,10,false,20665.25,20547.76,2414.26,16081.21,,2099.16,,,41667.58,61630.14,42912.96,185.99
Boys Swim,Boys,Swim,Retail Stores,2024,Nov,10,true,20664.85,20366.5,2263.79,15429.77,17664.96,2326.9,2267.1,62293.81,41294.24,60080.13,41963.62,185.98
Girls Outerwear,Girls,Outerwear,Ecommerce,2025,Apr,3,true,20573.84,20180.84,3119.22,14947.81,18201.23,3112.17,3454.02,59174.92,40779.62,62383.14,45371.83,82.3
Girls Bottoms,Girls,Bottoms,Wholesale,2024,Dec,11,true,20554.2,20228.3,425.79,4207.75,20150.23,375.27,421.3,16202.24,28166.06,15778.88,8562.85,20.55
Boys Tops,Boys,Tops,Wholesale,2025,Dec,11,true,20531.83,19928.62,455.04,4539.83,20979.95,416.58,431.77,15263.68,29768.29,15753.91,6954.55,20.53
Baby Accessories,Baby,Accessories,Ecommerce,2024,Jul,6,true,20495.25,20582.9,3167.85,10412.81,20521.17,2403.11,2498.77,57018.95,57552.6,58916.56,24344.31,81.98
Baby Sets,Baby,Sets,Ecommerce,2024,Aug,7,true,20484.55,20536.22,2411.94,9468.47,19932.39,2792.19,2986.32,57221.83,55591.72,56760.44,24527.41,81.94
Girls Swim,Girls,Swim,Retail Stores,2024,Oct,9,true,20467.72,20457.42,2279.66,12793.77,21572.89,1908.05,2701.71,50629.33,42229.9,56600.22,36930.3,184.21
Women Dresses,Women,Dresses,Retail Stores,2025,Nov,10,true,20419.12,20730.19,2500.73,16791,19340.85,2278.56,2428.83,59033.55,38739.2,57523.26,41665.51,183.77
Baby Accessories,Baby,Accessories,Ecommerce,2026,Jan,12,false,20397.17,20766.08,2605.02,0,,2517.79,,,120636.31,97639.76,0,81.59
Boys Tops,Boys,Tops,Wholesale,2025,Apr,3,true,20394.92,20592.91,406.17,3568.9,23493.21,422.47,397.22,18480.06,32807.82,21419.97,9449.94,20.39
Boys Sets,Boys,Sets,Ecommerce,2025,Feb,1,true,20391.63,19686.77,2580,2918.7,20965.35,2701.92,2518.57,59152.2,70605.94,61089.29,13658.46,81.57
Women Tops,Women,Tops,Wholesale,2024,Feb,1,true,20384.1,19354.24,356.68,10055.68,21032.05,448.68,436.42,18112.83,19267.41,19952.54,21538.29,20.38
Girls Swim,Girls,Swim,Wholesale,2025,Sep,8,true,20367.33,20177.73,452.2,11640.44,21335.73,404.12,415.1,13668.82,13703.94,15984.9,23072.77,20.37
Boys Swim,Boys,Swim,Wholesale,2025,Feb,1,true,20327.57,20592.91,371.41,17091.5,21044.12,439.06,502.44,20674.26,7251.62,21275.64,34810.96,20.33
Boys Swim,Boys,Swim,Retail Stores,2026,Oct,9,false,20322.05,19025.71,1888.89,12267.39,,1846.12,,,43833.51,57706.82,36224.38,182.9
Boys Sets,Boys,Sets,Ecommerce,2024,Jul,6,true,20265.14,19602.76,2528.95,8734.41,18784.81,3024.62,3470.83,54181.46,54800.51,55763.18,24333.49,81.06
Baby Accessories,Baby,Accessories,Retail Stores,2025,Dec,11,true,20245.25,19807.7,2310.32,5270.86,18003.17,2237.94,2200.27,47612.68,50199,48420.21,20886.61,182.21
Boys Swim,Boys,Swim,Ecommerce,2024,Jan,12,true,20240.85,19602.76,3012.63,0,19509.45,2835.67,2371.98,83675.22,105626.32,82468.83,0,80.96
Baby Sleepwear,Baby,Sleepwear,Retail Stores,2024,Feb,1,true,20231.44,19623.97,1829.35,7088.92,20903.65,1978.39,1691.32,62539.69,59800.76,61372.5,23963.65,182.08
Girls Outerwear,Girls,Outerwear,Ecommerce,2026,May,4,true,20183.71,21997.11,2642.96,7356.38,18716.14,2981.46,3052.92,61485.78,62907.74,61332.66,21670.83,80.73
Baby Sets,Baby,Sets,Ecommerce,2025,Feb,1,true,20171.08,19686.77,2568.53,3796.98,24014.44,2819.6,2140.2,54084.8,61654.43,57733.89,19150.81,80.68
Women Tops,Women,Tops,Retail Stores,2026,Oct,9,false,20099.94,20384.69,2038.2,14531.51,,2340.19,,,44527.17,59312.79,37406.65,180.9
Women Dresses,Women,Dresses,Ecommerce,2025,Jan,12,true,20076.71,19952.81,2444.95,0,20998.96,2317.96,2590.27,91654.92,115330.33,92855.35,0,80.31
Women Bottoms,Women,Bottoms,Retail Stores,2026,Dec,11,false,20069.87,21200.07,2500.86,7212.45,,2420.78,,,53409.95,44539.28,13800.61,180.63
Women Bottoms,Women,Bottoms,Ecommerce,2024,Aug,7,true,20041.29,19558.31,2680.36,10314.25,20161.87,3056.07,2916.84,58180.94,57222.58,59200.16,25155.11,80.17
Boys Tops,Boys,Tops,Wholesale,2024,Aug,7,true,20030.5,20394.79,379.8,46.89,17119.18,356.78,405.41,26602.86,44150.54,23743.23,0,20.03
Women Tops,Women,Tops,Wholesale,2025,Jul,6,true,20017.32,20213.32,381.21,12860.19,18858.51,444.62,446.38,21864.27,15912.14,20551.95,25121.77,20.02
Boys Swim,Boys,Swim,Retail Stores,2026,Jun,5,true,19983.13,18835.45,1827.54,2613.62,19676.65,2292.28,2159.24,45576.46,60524.28,45262.42,7193.4,179.85
Women Tops,Women,Tops,Retail Stores,2025,Apr,3,true,19973.04,20384.69,2228.07,13192.66,17228.72,1893.18,1878.75,58006.95,39859.04,56780.82,38967.76,179.76
Baby Sets,Baby,Sets,Ecommerce,2024,Jul,6,true,19934.75,19602.76,2893.84,9422.49,19951.82,2845.73,3129.04,58064.36,52331.52,55591.72,26120.42,79.74
Boys Swim,Boys,Swim,Wholesale,2025,Jul,6,true,19865.78,18865.76,326.63,11908.91,20195.07,415.88,556.1,17503.96,15177.33,19185.92,24310.11,19.87
Girls Outerwear,Girls,Outerwear,Ecommerce,2026,Mar,2,true,19857.2,21391.69,2940.25,9328.26,21217.75,2860.2,2986.43,48240.43,37796.54,45508.88,30509.16,79.43
Baby Sets,Baby,Sets,Ecommerce,2026,Jan,12,false,19764.33,19777.22,2684.26,0,,2516.87,,,119537.89,97177.62,0,79.06
Women Tops,Women,Tops,Wholesale,2025,Oct,9,true,19741.08,19643.93,343.42,13949.98,20846.22,401.73,398.3,20092.71,12592.71,20550.75,28120.59,19.74
Boys Bottoms,Boys,Bottoms,Wholesale,2025,Nov,10,true,19632.12,19762.55,354.51,4465.86,19525.06,350.26,422.21,20038.09,31135.17,19228.85,8095.69,19.63
Boys Sets,Boys,Sets,Wholesale,2026,Feb,1,true,19602.37,18224.72,347.3,16115.16,20616.81,363.23,374.42,17787.65,5943.4,20695.42,34737.22,19.6
Women Dresses,Women,Dresses,Retail Stores,2024,Dec,11,true,19578.2,19699.74,1994.14,5052.25,22311.06,2267.04,2935.93,41105.42,53846.88,43721.44,11896.01,176.2
Women Dresses,Women,Dresses,Retail Stores,2026,Apr,3,true,19566.32,20044.94,2342.38,13511.19,17844.35,2346.88,2634.01,58530.04,38216.31,56225.87,40098.86,176.1
